date,SPY,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY
2000-02-29,-0.01566865339922885,-0.10046749766466656,-0.04233384433175391,-0.10704712811475281,-0.05517058012871878,0.10506983257542757,-0.1170141269144972,-0.12153812221386462,-0.06538695160629804,-0.05571598880432549
2000-03-31,0.09689419622980622,0.10100384286408381,0.12455772008398891,0.18261366020283942,0.13922724204629833,0.08389314776695045,0.037626601944594995,0.10916436987147127,0.08995079668562811,0.14150681353500172
2000-04-30,-0.03512118478239423,-0.03321998241819657,-0.014924869874160973,0.009659226519568298,0.014445811796745645,-0.09184602950148935,0.05301823870309463,0.06545810438014632,-0.011716759269320032,-0.02082421359249853
2000-05-31,-0.015722291509207675,-0.031555684100292636,0.11742331712363185,0.022323089880458058,-0.004220424068848816,-0.10397822782103816,0.07132702394543178,-0.00219319294209952,-0.026801345544597788,-0.053979966523506784
2000-06-30,0.019704334907341137,-0.08555180026016196,-0.05509881584326093,-0.04832695729085257,-0.03930597489694598,0.09955872476296124,0.05664506210464104,-0.03387663712759581,0.0021168250850467363,-0.054067080781193155
2000-07-31,-0.016346852180565974,0.008751989490015877,-0.03810617660475357,0.09407830139989559,0.015470073304891141,-0.050173987516904384,-0.036534707209555206,0.015484586485578156,-0.014799840447523804,0.015872024644679072
2000-08-31,0.06604117839250967,0.022871534186450715,0.10920838538470834,0.09561272353064187,0.09902247855486657,0.0980571679101292,-0.012213466492409397,0.03896099140401765,0.03540872700113251,-0.04146531301691325
2000-09-30,-0.05480852007556991,-0.09873199433350699,0.01633046624737955,0.021790147583317543,-0.02896195439555571,-0.17943028668842198,0.04431154188376052,0.13207301988195308,-0.03627067468102463,0.0012515621772208885
2000-10-31,-0.004680338609507673,0.08864174716887097,-0.027180157366286206,-0.008621506296148329,0.022492485734074474,-0.05727695347482764,0.06941920023708126,0.058083308624728325,0.015053412512501696,-0.012557279563548018
2000-11-30,-0.07465450313249189,-0.025296959362785865,-0.05245080387291923,-0.05108824700567649,-0.03399901041748765,-0.20514809067156903,0.03450246518057565,-0.0004569714613811282,-0.09110182207276918,-0.024795758076433527
2000-12-31,-0.005153304199119968,0.14803824913403485,0.10206344459088235,0.08535316828121808,0.039575855152302664,-0.0989202133642344,0.03641580595091831,-0.013570394467534275,0.01848213610759397,0.07055563598359105
2001-01-31,0.044459997936589835,-0.026696277583201034,-0.031864127075900694,-0.0023739579037422853,0.003840803894399336,0.19121598914879456,-0.07290907379127731,-0.05627170278018023,0.07229275938931634,0.11628537050205656
2001-02-28,-0.09538817735288951,0.012949688907553991,-0.012137912401010142,-0.0672777554415891,-0.059930284569131076,-0.24906096665700406,0.00604197971552578,0.020753061421993957,-0.019165531873655328,-0.0714019671017756
2001-03-31,-0.05598883200720539,-0.050039728936500216,-0.029797103245817413,-0.02990367174078501,-0.09569369829292296,-0.11460527739773096,-0.06930530753755626,-0.014286942235901434,-0.0640258626562944,-0.014533269795739212
2001-04-30,0.07044345919173645,0.1066615582364554,0.10325751943964279,0.03617097919172951,0.11432724091551427,0.16169142856979324,0.019417557409290076,0.04825637315642273,0.07382576650420458,0.04637729492695497
2001-05-31,0.008326321196019615,0.03846107919712294,-0.009448119591652149,0.04400209001099342,0.04185099300293604,-0.04095687262740133,0.01468266066893964,0.007011588272359814,0.03819276161502372,0.02381020663104838
2001-06-30,-0.023832857641762795,-0.034501095188645636,-0.09116189128608898,-0.007174324527700393,-0.061782292602695965,0.01954324333184898,-0.04624486962145413,-0.05021585732537537,-0.011298105363107602,-0.007862543455334214
2001-07-31,-0.0101951050716248,-0.002718898459800667,-0.011529993877731792,-0.009508044973125296,-0.0020751284094705502,-0.06922260650834877,0.030442109522303973,-0.00898944706503546,-0.0199654273997929,0.04445113500345421
2001-08-31,-0.05933188872051154,-0.004091016111529844,-0.042332910865467865,-0.06611958889231584,-0.034326534708537304,-0.12204554644005905,0.004790965283037352,-0.03563309770984269,-0.050760622690526946,-0.08754418725395219
2001-09-30,-0.08159474363645602,-0.11838271335062589,-0.09621903677675447,-0.056285446633095204,-0.14653324830819092,-0.16377107389565304,-0.0010970508950119973,-0.009323158573299128,-0.14478921990304894,-0.12631014067774782
2001-10-31,0.013022260340015634,0.027084080902471053,0.04027634941125702,-0.014179379779421963,0.017746755641827816,0.10908979240145511,-0.006384833314499572,-0.0526321453635632,0.00510760404381938,0.052676856750432766
2001-11-30,0.07797562534056857,0.12677601381792258,-0.05584598504444416,0.06494145412318963,0.10004205295521262,0.14941275755688133,0.04417631075989559,-0.012626013118780088,0.11600473113598753,0.1331664352894697
2001-12-31,0.005616856381607027,-0.029922385988629396,0.05713389370150046,0.019528422097984777,0.04924773914773528,-0.022005329246136074,-0.019662936056439984,0.03209456436487179,0.02420684046454724,0.04541921412730909
2002-01-31,-0.009799863214339344,0.023343241107597557,-0.035581164368136964,-0.011408997886297456,-0.06317605133948379,-0.010833232626611955,-0.0066933069761367925,-0.03603459736663717,-0.007421693641459837,0.032867406335050475
2002-02-28,-0.01793560589129295,0.05292113784707375,0.034176216539441695,-0.01730867037852446,0.02504730154548196,-0.1299073047913114,0.0210067021015099,-0.0018505390735964466,0.04598273432316802,0.005417641097434034
2002-03-31,0.03324239545332164,0.030724627422385575,0.08849263554359821,0.06606945406626985,0.027033258561469875,0.04909132545452133,0.016060357095528666,0.05324151304667901,0.05798817261527933,0.012695013618561513
2002-04-30,-0.058155189553072195,-0.04723762478774096,-0.03600042371719803,-0.02541510394026192,-0.06901560110629357,-0.12090615921863068,-0.03716601381544815,-0.06068019792963508,-0.0060835363413085375,-0.02796394517625167
2002-05-31,-0.005934262055639072,0.049578781614115774,-0.01759384102560113,-0.0030242853109949674,0.004340774702774164,-0.04146963145484528,-0.011141572016978407,-0.008309433484007367,0.013940766543312222,-0.005139805064428904
2002-06-30,-0.07375203395599683,-0.016989703505802867,-0.03659725377703438,-0.042740709090443696,-0.06128553335553777,-0.13362519774234638,-0.10181928816334274,-0.06729524640479234,-0.07154104221973179,-0.0526566704017184
2002-07-31,-0.07882114615228031,-0.11341274578842864,-0.13854961444893688,-0.08313574905694288,-0.05660214591187862,-0.09481898939461908,-0.04269447026430495,-0.14721742688620398,-0.02890002885748688,-0.11940316064119216
2002-08-31,0.006802153193463667,-0.005351172457018327,0.015064354100092325,0.018654800733742816,-0.015554999471914854,-0.008380119963693478,0.007982040567462212,0.03965036350208573,0.009670976997620873,0.03017526117959446
2002-09-30,-0.10485311496320904,-0.12990401328488843,-0.07137201263500592,-0.11489724878460672,-0.11540768059555662,-0.16690164054750956,-0.07228190799371315,-0.120781035150614,-0.061961694341061024,-0.08915874834962179
2002-10-31,0.08228635635656656,0.057095554674504,0.018429912662313974,0.091435445087098,0.049182747920523795,0.24767380386749083,0.03890874591560367,-0.023029685557148127,0.05831447838201864,0.06749083024536406
2002-11-30,0.06168058166453849,0.12031844609887532,0.04130071238387356,0.03723370761116929,0.05224568476840252,0.15853796552462862,-0.027723418914521014,0.029055734102971575,0.030899170910148488,0.046281399321006056
2002-12-31,-0.056638742768168604,-0.04592041085364773,0.00010541443530276418,-0.054291133854251994,-0.03935944988013451,-0.1322056896447089,0.0027451577248338577,0.03229441486908913,-0.037619082058705566,-0.08524204853689399
2003-01-31,-0.02459375268276276,-0.049898150840369415,-0.025080964000443684,-0.012724892972564295,-0.0539114394559318,-0.023649244912350653,-0.034102728757040124,-0.023498359991536155,-0.0033894851718928587,-0.03331800092279302
2003-02-28,-0.01347936628066504,-0.026528618917756375,0.02939775030094194,-0.03085027324560974,-0.015397843219243201,0.004844497657003677,-0.030634955581617995,-0.05347425380261073,-0.02229535633372559,-0.004475731588010179
2003-03-31,0.0020603421018605683,0.005997587719221986,0.0012993543818753395,-0.009441827434201078,0.010510957835995649,-0.015150908440447308,-1.0654484396743769e-05,0.05045881672539876,0.035565129037003596,0.023467074081206185
2003-04-30,0.08460816703451535,0.09031428135600561,-0.008512068023545538,0.1257231866628019,0.1082314555844397,0.09160403986647969,0.029618570921041032,0.08641224427436933,0.0329354909091355,0.11702556004857834
2003-05-31,0.05483640819519264,0.030937232070369358,0.10619128929892474,0.05091939084181152,0.027102056013571962,0.08584300700298186,0.04916111957459335,0.10105247870270384,0.02065112861883267,0.05317031571493547
2003-06-30,0.01066256576722835,0.00903916898606516,-0.01281817753512926,0.004226783592335082,0.020870491499182853,0.007077773443843638,0.009530934969455007,0.013624695277894228,0.04413607991208357,0.014502264110435537
2003-07-31,0.01802781217572358,0.07863072679781569,-0.03534401721898739,0.04358437865377751,0.03305185762405127,0.031049023871219106,-0.0014888795619319994,-0.06690635262603706,-0.015002066503213896,0.01845688694740466
2003-08-31,0.0206273489098161,0.02772687875566926,0.06379301821493022,-0.011710306545755667,0.03891214202018234,0.04772719694245664,0.016890787029882892,0.01986548218020867,-0.03703678914374664,0.05110786307809345
2003-09-30,-0.01088792766807234,-0.045083851807799835,-0.020679956129356802,0.008871996161636586,-0.027327142749334232,-0.008677453436216176,-0.003917469831985487,0.04968428974925998,0.0026459104133518263,-0.047707439756240366
2003-10-31,0.05352536027052568,0.09528176767477148,0.00956252582937478,0.06926597628107523,0.061831054318032486,0.07330423151794485,0.04527707982745399,0.006846975295219604,0.006832671096400844,0.0910068067592138
2003-11-30,0.010920049215972227,0.02258279814474884,0.00782579689537588,-0.0036808899429645603,0.019813655090684446,0.014270249116931977,0.01177123154991655,0.0022699923935138866,0.021429071469268868,0.00897599771757096
2003-12-31,0.05032195208609247,0.09802482954639147,0.13094189147000046,0.04535509560185247,0.06627938396399036,0.03138148889655401,0.01779416925192656,0.06548464296487988,0.05785858258775045,0.04004375269293048
2004-01-31,0.01976953410322868,-0.044212167593434826,0.02250403214931218,0.032705849581084134,0.01008873433580515,0.04269040998591622,1.5513547246825965e-07,0.020573105073875997,0.02752943385984752,-0.005713916266432695
2004-02-29,0.013571576175295252,0.052133792664095235,0.05253772146476576,0.02857199685402212,-0.007397442299868828,-0.02541219174324172,0.05693379681258359,0.01889883720593044,0.010652508207665834,0.021720200968193826
2004-03-31,-0.01319941466448371,-0.02305741366649161,-0.006177378879536621,-0.011559880736737194,-0.01219248225433367,-0.026557193911631805,-0.0024908241037464585,0.01072416232059381,-0.04165816648331089,-0.006169193986276911
2004-04-30,-0.018921264394562987,-0.04630871398910774,0.01704237596442093,-0.0435362056476426,-0.00037745688297596836,-0.038192238444964666,0.013112115365149002,-0.042766530406648684,0.03106908952366072,-0.011338708750696425
2004-05-31,0.017123407887989606,0.02809045310260272,-0.0030174555652799917,0.017068451693005526,0.024621899984043738,0.03919652915191785,-0.0056059362196450024,0.012028741998373338,-0.0032438997876292897,0.00636899938578428
2004-06-30,0.01849296579117299,0.05012168390077543,0.06234631745445518,0.004399792199997865,0.06170760784210616,0.027292887809396094,0.005478100351590243,0.017277424513168826,-0.0037341221924199752,0.0025895053041853355
2004-07-31,-0.03221814563349512,-0.02277916829557669,0.030812827955596367,-0.021343562699890684,-0.02791593403064141,-0.060868605862537395,-0.04937206587235998,0.015150098070562779,-0.05366844370094681,-0.03793866651358557
2004-08-31,0.0024366715595156574,0.016811359029207606,-0.015409635122171528,0.03253636436567997,0.0007205652793058626,-0.044238267540921306,0.017767066001658227,0.04062975699311511,0.01625143531655482,-0.001972150103928705
2004-09-30,0.010019218058449075,0.040189867280428615,0.09756015083769998,-0.009201025559551712,0.02144367317662299,0.029064268397261506,-0.02635906081724848,0.006300363752633764,-0.017504033654225704,0.028830862830724113
2004-10-31,0.012883196733117552,-0.009437108821806373,0.00601182063687844,0.005272602922798075,0.010218669984198181,0.04393355819012812,0.006462325298483895,0.048701958991190786,-0.02222960891379644,0.04038575728142102
2004-11-30,0.044510291192330964,0.08134826677029117,0.06744650526409446,0.03110676033651627,0.06278400825191577,0.051102452773057916,0.024772559122915094,0.04453974220141621,0.019536881145330698,0.041895796040380295
2004-12-31,0.030156234875878596,0.013379237193027693,-0.028209178745151164,0.041374741652626223,0.024847613801197488,0.026247342612619295,0.03743442582288092,0.024617244049925713,0.05521289744543423,0.046728711403523304
2005-01-31,-0.022420270294657096,-0.0306090635387386,0.03386507872564182,-0.021615786694024863,-0.028001960356856537,-0.05637137724962893,0.011700891591640117,0.021185942952951953,-0.03113646554358651,-0.04278691829029235
2005-02-28,0.020904296621276686,0.07876306566610403,0.16777710849936267,-0.00669599997011272,0.011589532115193979,0.0015068373958488923,-0.001283430501713978,0.021448560360022517,0.03008474652491766,-0.0053280766541879965
2005-03-31,-0.018280445916324273,-0.026571170129515265,-0.01912511178382259,-0.03803015380546393,-0.0004505382201208663,-0.019549636189074016,-0.008767876583965495,0.011070816993663302,-0.005589016792892365,-0.01167536112111145
2005-04-30,-0.01873432695006827,-0.07128524224881261,-0.05411819499195736,0.0017623975444223117,-0.03647749408161238,-0.0352760765842246,-0.01042511434936988,0.030877189243973646,0.034828318374323874,-0.06362900018327433
2005-05-31,0.032226702146880504,-0.00642854574671714,0.027869185040393152,0.029536807997950332,0.03171967137518483,0.06942163642452326,0.02326667845460073,-0.0006651980253802314,0.012623260769694555,0.06183640036591487
2005-06-30,0.0014990091546678297,-0.020027902797726815,0.06973033712146948,0.012452889500906839,-0.026371565944714348,-0.012886019098134582,-0.019323394496497115,0.0594365006772819,-0.005300070023420034,-0.0043139728278197564
2005-07-31,0.03825986441779872,0.05526875524936714,0.07086539383672186,0.015610557195411046,0.03812236899094423,0.05672520540167003,0.03208784857343727,0.022496334436007848,0.02255779935012403,0.05674293901446892
2005-08-31,-0.00937488346373938,-0.041898546203150144,0.06386607388037269,-0.0163734985289814,-0.023607466307359437,-0.009499928801352309,-0.017461715334578853,0.0065055591727969375,-0.0034657117018949135,-0.03290968065973021
2005-09-30,0.007992660735008483,0.007657494373702889,0.06282701803536672,0.008487817874132109,0.01672695570193472,0.0023978991749886713,0.014107125485496974,0.042211118021952876,-0.005577326723232856,-0.028415697204899226
2005-10-31,-0.02364858552943916,0.002182104515557004,-0.09036689276571674,0.03048529687675461,-0.014256559632891852,-0.022968549034302566,-0.00472607662590907,-0.06398628206037937,-0.03062175492221819,-0.020315824762269896
2005-11-30,0.04395288816497267,0.07656184115329823,0.014952670123550504,0.04766553314685984,0.05818884783964018,0.06317463775449816,0.009063889062365993,-0.001591140894823484,0.012174189313721495,0.039899693815234505
2005-12-31,-0.001898206085023113,0.028638457884074375,0.01805797894701522,0.00018822126760809077,0.00472647504472512,-0.03069816258234026,0.0011899039792853117,0.008600141905390712,0.03457864118489207,-0.008538330510901249
2006-01-31,0.024013331026890405,0.04821812426380245,0.14609710403401222,0.008839538568831351,0.0028641357512901866,0.03349304070190451,0.001717510703730385,0.02420905881992108,0.012926271294127156,0.017761701002062757
2006-02-28,0.005722522594832746,-0.02142521126534147,-0.092266087508591,0.021282324837026634,0.031100732432381095,0.0023113304854300853,0.008572240124447905,0.01306632699266741,0.01151696896735177,0.007221866051312142
2006-03-31,0.01650327662797202,0.046647893717586264,0.04248369133174568,0.0028818960871173083,0.04421449269961841,0.022630779296046954,0.008256644302899074,-0.046286143662899515,-0.012795081762133731,0.0058777182883607
2006-04-30,0.012632254548750499,0.0355500285576853,0.050368633940299334,0.0433185621500245,0.021597635267190274,-0.013097878932462725,0.009745873406633132,0.015891909009538407,-0.03095776533078154,0.01277648998405545
2006-05-31,-0.030120282642064233,-0.0402997397928635,-0.027825918993030108,-0.037691218252489334,-0.017086928326121464,-0.06498949419563327,0.0020974516049883096,0.016282524723303604,-0.02097375369504595,-0.016718230451731264
2006-06-30,0.00224807079599576,0.005183860587093747,0.02540185805292028,-0.004599577541723687,-0.0012787903951383406,-0.004895522845108857,0.01838358328238554,0.02296109602615992,0.0003462649872296719,-0.001752696214584848
2006-07-31,0.004874591696895081,-0.03738200016057125,0.033481305146585205,0.02288385969549922,-0.05678904923501649,-0.026072265255543958,0.015709551508543917,0.04800588984434362,0.054562696284627066,-0.03324372870738068
2006-08-31,0.021821923780759533,0.030098027008129913,-0.0508101673819068,0.011789425259685071,0.011288188799531529,0.07020148793413328,0.03866499721048289,0.027482034863903326,0.028535074384238523,0.01982515210774327
2006-09-30,0.026994329826931063,-0.00013297317927041252,-0.03660887710667593,0.040229937715578146,0.0381495714751765,0.04030860308010631,-0.0004927076637198935,-0.014537524044696548,0.015349286431530329,0.06370120978695049
2006-10-31,0.03151948498442225,0.06004930177449963,0.04265598052594366,0.023396241885099478,0.028195219306158315,0.04045402722091285,0.017730303845129525,0.052954202080946144,0.003311453667176778,0.06466257548603682
2006-11-30,0.01988454064372891,0.04353034985582438,0.08576948295677567,0.007059570294462469,0.024503047861109906,0.027520598325636803,-0.008517243765736704,0.026543838967499678,-0.0012016510241238398,0.0126307955295204
2006-12-31,0.013366526884429186,0.00535934892982981,-0.028152271460548328,0.03761312490759683,0.004888026747129404,-0.005390181876209987,0.025071272499732622,0.008555936718595891,0.010445431832751817,0.02169735976266285
2007-01-31,0.01503939917931918,0.04136738512079874,-0.009209010709681387,0.009254561624859381,0.020852979888479783,0.02020557913997023,0.02029025656003003,-0.003541858897486483,0.03045723282547086,0.028677477547261798
2007-02-28,-0.0196177490563183,0.03310522577556774,-0.020486592685340366,-0.03047445752784317,-0.008953136484078805,-0.028656092882942574,-0.013134652251239998,0.05083527539674426,-0.024049611310130725,-0.03117084261451919
2007-03-31,0.01160222829573132,0.017325052029430354,0.06291277170726017,-0.004711217399103962,0.0058205459456048825,0.011713849504273455,0.01835188551373146,0.03811703345615891,0.0028531436824403844,-0.003413274301754421
2007-04-30,0.04429529975052593,0.014980208038230858,0.05125934539545374,0.03873312130569917,0.04641471262846708,0.04717174713840144,0.02814343881031789,0.04911837870993696,0.07310717300618386,0.023666285517622176
2007-05-31,0.03392154461662944,0.05904001719589269,0.07779904664865356,0.02404597265659425,0.05188344341333395,0.05036704449149476,0.013501951971751414,0.004560792708839578,0.01717058465319088,0.030055312496202413
2007-06-30,-0.01464743970329696,-0.005361137634631863,0.012995064103510812,-0.040185808036458326,0.00026285169224649074,-0.0012642958130266724,-0.019933629470469283,-0.04757121556248434,-0.03350932719316024,-0.017473208413248065
2007-07-31,-0.031309451844597436,-0.026666352924133663,0.00014240056643943788,-0.09065701907421575,0.009478477872629343,-0.001954193229417478,-0.02846737243947217,-0.03992187623588428,-0.047576458302375446,-0.05924199403981956
2007-08-31,0.012832711015686726,-0.006846183549953033,0.012030424511828786,0.02583636074367268,0.0002541774930888696,0.01917658169652392,0.02358996565185434,0.015791581148052902,0.02289547882371057,0.006217023078521899
2007-09-30,0.03870038569158596,0.08052865913818485,0.07396980251969731,0.024396264501575615,0.04734655398692422,0.037750354836712186,0.04593247824134572,0.03836222251332444,0.031173553168096113,-0.008788877979586274
2007-10-31,0.013567001656187738,0.041559872448905466,0.025400423706342767,-0.017192334125410436,-0.012902424655426015,0.053020125549276376,0.01536829582707977,0.06658167111308377,0.018672011210474793,-0.00488723343951758
2007-11-30,-0.03873341569142086,-0.05038752521502643,-0.04211367335518856,-0.08093657520536202,-0.02835868136092934,-0.07535339413186659,0.02745467965113435,0.006595750083728591,0.012774788128297798,-0.054569460852987084
2007-12-31,-0.011331921018249758,0.010531178762809956,0.08274280818419677,-0.05844233414436195,-0.0014115300084135418,0.01983894668128494,-0.008409379760740743,-0.0018230144051845087,-0.02828854473818143,-0.04954909343051561
2008-01-31,-0.060461923500401804,-0.04196641250680422,-0.12287321604218837,0.007257068100636754,-0.055157257811067395,-0.12790803572030596,-0.05555630321232452,-0.0734719662746871,-0.04559733120018272,-0.0036677788751354745
2008-02-29,-0.025842361815807235,0.0230275602611969,0.09267108764973186,-0.1135907829547208,-0.020270158115699433,-0.047314306484180446,-0.002574016466357465,-0.041048044711665566,-0.02670465576999892,-0.03867357767782731
2008-03-31,-0.009030849020296716,-0.014045916528861113,-0.023375836599935362,-0.02992024338542376,0.03624226086066629,0.011535320157651796,0.03235072627144153,0.01607354149134399,-0.04543925383461511,-0.017913424081560714
2008-04-30,0.04766182799988994,0.05327195898704784,0.10383538644951606,0.06996514724810421,0.029411007578931114,0.06249925083635377,-0.007536351417444798,0.051135134510504665,0.009941158239954895,0.023766213552370408
2008-05-31,0.015117315621159033,0.0519963519236617,0.05198762824369996,-0.06952066320659056,0.008833545931138165,0.06512764339323418,0.030380310222624107,0.03585828154717863,0.019061808652170775,0.02734452995339831
2008-06-30,-0.08349867608008377,-0.05807134530032565,0.03157957990280802,-0.17438048792044603,-0.12017651706431765,-0.09364195380222695,-0.05694580867346688,-0.007373995456866567,-0.0422344647140096,-0.11525395511893621
2008-07-31,-0.008985647130493435,-0.03235202131377979,-0.15913114914412263,0.06761952417131822,0.007938709141162015,-0.024443987104224796,0.024299219823814777,-0.06437357893411311,0.04480329112882053,0.0017559693098234685
2008-08-31,0.0154530228569969,-0.015602250958809405,0.003361789205307053,-0.009708401807973832,0.027422957297511985,0.017897642722564333,0.02700545446850655,-0.011028204730366808,0.0206563480302826,0.06905125440661397
2008-09-30,-0.09437128151875673,-0.15508241742512363,-0.14948473217820357,-0.06356135483336522,-0.12083952716711466,-0.12451180833316611,-0.012495909212162593,-0.11006036238610573,-0.07434445716434068,-0.08207931348015318
2008-10-31,-0.16518599870696848,-0.2239522601117443,-0.18799617573947314,-0.21920436680716793,-0.18246734370171558,-0.16120933438179674,-0.12608881338889422,-0.13000419060617407,-0.11480912377367225,-0.1763444254259171
2008-11-30,-0.06960591924497994,-0.10686736666344043,-0.02178955843838648,-0.1848054833497772,-0.08220871628201143,-0.08408487530148756,-0.002073276573079985,0.04185397813763103,-0.0631579896559229,-0.10835547091299502
2008-12-31,0.009835517551807893,-0.00552313252927783,-0.044987740822377775,0.0037058627630379704,0.02317435024156822,0.01582244845550096,0.00022762875616577638,-0.024079849584267676,0.07185678625628733,0.06075598330910892
2009-01-31,-0.08211545642346774,-0.0738800496348041,-0.017794226696445925,-0.2619815324329605,-0.11998249663414873,-0.04737148884935993,-0.0720583357228759,-0.0017226058566160996,-0.012051974759823114,-0.10616361196233304
2009-02-28,-0.10744849507885224,-0.08024671880576473,-0.12331827345217505,-0.17748873173307622,-0.17030601555951108,-0.03814621685223829,-0.08081284881023953,-0.12526111229957038,-0.12390472081809856,-0.09076823640685572
2009-03-31,0.08348328872585409,0.15369274178123082,0.037750951109942754,0.1714899047704863,0.08847283817106644,0.11191021501723841,0.04253248997367076,0.01909384819491633,0.06006569686658492,0.12712706296012
2009-04-30,0.09934702095516412,0.15578576679822942,0.07819256207504743,0.2179363810893593,0.18068430279769543,0.10435359708479197,0.04265262402650172,0.01174133129906707,-0.001240441266827541,0.1852426967400318
2009-05-31,0.05845355135957009,0.05843330286498927,0.12887995572626854,0.1397948312249908,0.03354614578591231,0.02318822847244384,0.05091025899024548,0.03559091421968641,0.06824033564802057,-0.007298379520025988
2009-06-30,-0.0006743335653263127,-0.04536006725095387,-0.06544855044548847,-0.01797750443265478,-0.017034936749805052,0.036319357454273504,0.002066915145404691,0.05385777014403881,0.023645788479981,0.002479547270432647
2009-07-31,0.07460773168418044,0.12868392904860126,0.05348655122982571,0.08870147049044008,0.08742928147139883,0.08182196604038294,0.06655050893498049,0.03764834625841673,0.05929291956249827,0.0948866759287641
2009-08-31,0.0369413475088165,0.023697806995867543,0.010864069336920412,0.12990117166330162,0.047738637104705495,0.016242242901650883,0.012234675807716755,0.010022028199676347,0.02691077138948339,0.03521882020675271
2009-09-30,0.03545638459709921,0.042209013517534144,0.05844570145805705,0.019480335688785155,0.058365495140285883,0.04628468648779016,0.03299879468392941,0.0137436888726159,0.00617870892512884,0.0534875567335753
