path_id,asset,feature_group,model_family,lambda,last_state,current_spell_length,mean_spell_length,mean_good_spell_length,mean_bad_spell_length,switch_next_1m_rate,switch_next_3m_rate,p_bad_bad,p_bad_good,p_good_bad,p_good_good,expected_duration_bad,expected_duration_good
bd_return_downside_sharpe_vol_l1med_lam0p25,bond,return_downside_sharpe_vol,robust_l1_medoids_jump_model,0.25,0,2,9.333333333333334,11.75,6.916666666666667,0.10514541387024609,0.2595078299776286,0.8606060606060606,0.1393939393939394,0.0851063829787234,0.9148936170212766,7.173913043478261,11.749999999999998
bd_return_downside_sharpe_vol_l1med_lam0p5,bond,return_downside_sharpe_vol,robust_l1_medoids_jump_model,0.5,0,2,9.73913043478261,12.08695652173913,7.391304347826087,0.10067114093959731,0.2550335570469799,0.8698224852071006,0.1301775147928994,0.08273381294964029,0.9172661870503597,7.681818181818182,12.086956521739124
bd_return_downside_sharpe_vol_l1med_lam1,bond,return_downside_sharpe_vol,robust_l1_medoids_jump_model,1.0,0,2,11.2,13.9,8.5,0.087248322147651,0.2371364653243848,0.8875739644970414,0.11242603550295859,0.07194244604316546,0.9280575539568345,8.894736842105262,13.9
bd_return_downside_sharpe_vol_l1med_lam2,bond,return_downside_sharpe_vol,robust_l1_medoids_jump_model,2.0,0,55,13.176470588235293,16.235294117647058,10.117647058823529,0.0738255033557047,0.2080536912751678,0.9064327485380117,0.0935672514619883,0.06159420289855073,0.9384057971014492,10.6875,16.235294117647044
bd_return_downside_sharpe_vol_l1med_lam4,bond,return_downside_sharpe_vol,robust_l1_medoids_jump_model,4.0,0,63,14.0,16.875,11.125,0.06935123042505593,0.19463087248322147,0.9152542372881356,0.0847457627118644,0.05925925925925926,0.9407407407407408,11.8,16.875000000000007
bd_return_downside_sharpe_vol_l2_lam0,bond,return_downside_sharpe_vol,standard_l2_jump_model,0.0,0,2,10.181818181818182,13.590909090909092,6.7727272727272725,0.09619686800894854,0.2483221476510067,0.8581081081081081,0.14189189189189189,0.07357859531772576,0.9264214046822743,7.047619047619048,13.5909090909091
bd_return_downside_sharpe_vol_l2_lam1em05,bond,return_downside_sharpe_vol,standard_l2_jump_model,1e-05,0,2,10.181818181818182,13.590909090909092,6.7727272727272725,0.09619686800894854,0.2483221476510067,0.8581081081081081,0.14189189189189189,0.07357859531772576,0.9264214046822743,7.047619047619048,13.5909090909091
bd_return_downside_sharpe_vol_l2_lam0p0001,bond,return_downside_sharpe_vol,standard_l2_jump_model,0.0001,0,2,10.181818181818182,13.590909090909092,6.7727272727272725,0.09619686800894854,0.2483221476510067,0.8581081081081081,0.14189189189189189,0.07357859531772576,0.9264214046822743,7.047619047619048,13.5909090909091
bd_return_downside_sharpe_vol_l2_lam0p001,bond,return_downside_sharpe_vol,standard_l2_jump_model,0.001,0,2,10.181818181818182,13.590909090909092,6.7727272727272725,0.09619686800894854,0.2483221476510067,0.8581081081081081,0.14189189189189189,0.07357859531772576,0.9264214046822743,7.047619047619048,13.5909090909091
bd_return_downside_sharpe_vol_l2_lam0p00390625,bond,return_downside_sharpe_vol,standard_l2_jump_model,0.00390625,0,2,10.181818181818182,13.590909090909092,6.7727272727272725,0.09619686800894854,0.2483221476510067,0.8581081081081081,0.14189189189189189,0.07357859531772576,0.9264214046822743,7.047619047619048,13.5909090909091
bd_return_downside_sharpe_vol_l2_lam0p0078125,bond,return_downside_sharpe_vol,standard_l2_jump_model,0.0078125,0,2,10.181818181818182,13.590909090909092,6.7727272727272725,0.09619686800894854,0.2483221476510067,0.8581081081081081,0.14189189189189189,0.07357859531772576,0.9264214046822743,7.047619047619048,13.5909090909091
bd_return_downside_sharpe_vol_l2_lam0p015625,bond,return_downside_sharpe_vol,standard_l2_jump_model,0.015625,0,2,10.181818181818182,13.590909090909092,6.7727272727272725,0.09619686800894854,0.2483221476510067,0.8581081081081081,0.14189189189189189,0.07357859531772576,0.9264214046822743,7.047619047619048,13.5909090909091
bd_return_downside_sharpe_vol_l2_lam0p03125,bond,return_downside_sharpe_vol,standard_l2_jump_model,0.03125,0,2,10.181818181818182,13.590909090909092,6.7727272727272725,0.09619686800894854,0.2483221476510067,0.8581081081081081,0.14189189189189189,0.07357859531772576,0.9264214046822743,7.047619047619048,13.5909090909091
bd_return_downside_sharpe_vol_l2_lam0p0625,bond,return_downside_sharpe_vol,standard_l2_jump_model,0.0625,0,2,10.181818181818182,13.590909090909092,6.7727272727272725,0.09619686800894854,0.2483221476510067,0.8581081081081081,0.14189189189189189,0.07357859531772576,0.9264214046822743,7.047619047619048,13.5909090909091
bd_return_downside_sharpe_vol_l2_lam0p125,bond,return_downside_sharpe_vol,standard_l2_jump_model,0.125,0,2,10.181818181818182,13.545454545454545,6.818181818181818,0.09619686800894854,0.2483221476510067,0.8590604026845637,0.14093959731543623,0.0738255033557047,0.9261744966442953,7.095238095238094,13.545454545454545
bd_return_downside_sharpe_vol_l2_lam0p25,bond,return_downside_sharpe_vol,standard_l2_jump_model,0.25,0,2,10.181818181818182,13.5,6.863636363636363,0.09619686800894854,0.2483221476510067,0.86,0.14,0.07407407407407407,0.9259259259259259,7.142857142857142,13.5
bd_return_downside_sharpe_vol_l2_lam0p5,bond,return_downside_sharpe_vol,standard_l2_jump_model,0.5,0,2,10.666666666666666,14.047619047619047,7.285714285714286,0.09172259507829977,0.24608501118568232,0.868421052631579,0.13157894736842105,0.0711864406779661,0.9288135593220339,7.600000000000002,14.04761904761905
bd_return_downside_sharpe_vol_l2_lam1,bond,return_downside_sharpe_vol,standard_l2_jump_model,1.0,0,2,11.789473684210526,15.421052631578947,8.157894736842104,0.08277404921700224,0.232662192393736,0.8831168831168831,0.11688311688311688,0.06484641638225255,0.9351535836177475,8.555555555555554,15.421052631578956
bd_return_downside_sharpe_vol_l2_lam2,bond,return_downside_sharpe_vol,standard_l2_jump_model,2.0,0,2,14.933333333333334,19.8,10.066666666666666,0.06487695749440715,0.19463087248322147,0.9066666666666666,0.09333333333333334,0.050505050505050504,0.9494949494949495,10.714285714285708,19.800000000000004
bd_return_downside_sharpe_vol_l2_lam4,bond,return_downside_sharpe_vol,standard_l2_jump_model,4.0,0,2,13.176470588235293,17.705882352941178,8.647058823529411,0.0738255033557047,0.203579418344519,0.8904109589041096,0.1095890410958904,0.05647840531561462,0.9435215946843853,9.125,17.705882352941163
eq_return_sortino_l1med_lam2,equity,return_sortino,robust_l1_medoids_jump_model,2.0,1,1,6.75,10.058823529411764,3.4411764705882355,0.1462882096069869,0.3231441048034934,0.7094017094017094,0.2905982905982906,0.0967741935483871,0.9032258064516129,3.4411764705882355,10.33333333333333
eq_return_sortino_l1med_lam4,equity,return_sortino,robust_l1_medoids_jump_model,4.0,1,1,6.954545454545454,10.424242424242424,3.484848484848485,0.14192139737991266,0.314410480349345,0.7130434782608696,0.28695652173913044,0.09329446064139942,0.9067055393586005,3.484848484848485,10.718749999999995
eq_return_sortino_l1med_lam8,equity,return_sortino,robust_l1_medoids_jump_model,8.0,1,1,6.954545454545454,10.424242424242424,3.484848484848485,0.14192139737991266,0.3165938864628821,0.7130434782608696,0.28695652173913044,0.09329446064139942,0.9067055393586005,3.484848484848485,10.718749999999995
eq_return_sortino_l1med_lam16,equity,return_sortino,robust_l1_medoids_jump_model,16.0,1,1,7.171875,10.71875,3.625,0.13755458515283842,0.31004366812227074,0.7241379310344828,0.27586206896551724,0.09064327485380116,0.9093567251461988,3.625,11.032258064516126
eq_return_sortino_l1med_lam32,equity,return_sortino,robust_l1_medoids_jump_model,32.0,1,1,8.5,12.74074074074074,4.2592592592592595,0.11572052401746726,0.2794759825327511,0.7652173913043478,0.23478260869565218,0.07580174927113703,0.924198250728863,4.2592592592592595,13.192307692307692
eq_return_sortino_l1med_lam64,equity,return_sortino,robust_l1_medoids_jump_model,64.0,1,12,11.475,16.95,6.0,0.0851528384279476,0.22270742358078602,0.8333333333333334,0.16666666666666666,0.05621301775147929,0.9437869822485208,6.000000000000002,17.78947368421054
eq_return_sortino_l1med_lam128,equity,return_sortino,robust_l1_medoids_jump_model,128.0,1,12,16.392857142857142,24.357142857142858,8.428571428571429,0.05895196506550218,0.16375545851528384,0.8813559322033898,0.11864406779661017,0.03823529411764706,0.961764705882353,8.428571428571427,26.15384615384617
eq_return_sortino_l2_lam2,equity,return_sortino,standard_l2_jump_model,2.0,1,1,7.171875,10.78125,3.5625,0.13755458515283842,0.3078602620087336,0.7192982456140351,0.2807017543859649,0.09011627906976744,0.9098837209302325,3.5625,11.09677419354838
eq_return_sortino_l2_lam4,equity,return_sortino,standard_l2_jump_model,4.0,1,1,7.403225806451613,11.161290322580646,3.6451612903225805,0.1331877729257642,0.29912663755458513,0.7256637168141593,0.2743362831858407,0.08695652173913043,0.9130434782608695,3.645161290322581,11.499999999999993
eq_return_sortino_l2_lam8,equity,return_sortino,standard_l2_jump_model,8.0,1,1,7.913793103448276,12.0,3.8275862068965516,0.12445414847161572,0.28602620087336245,0.7387387387387387,0.26126126126126126,0.08069164265129683,0.9193083573487032,3.8275862068965516,12.392857142857148
eq_return_sortino_l2_lam16,equity,return_sortino,standard_l2_jump_model,16.0,1,1,7.65,11.5,3.8,0.12882096069868995,0.29912663755458513,0.7368421052631579,0.2631578947368421,0.08430232558139535,0.9156976744186046,3.7999999999999994,11.862068965517237
eq_return_sortino_l2_lam32,equity,return_sortino,standard_l2_jump_model,32.0,1,1,8.5,12.703703703703704,4.296296296296297,0.11572052401746726,0.2816593886462882,0.7672413793103449,0.23275862068965517,0.07602339181286549,0.9239766081871345,4.296296296296297,13.153846153846144
eq_return_sortino_l2_lam64,equity,return_sortino,standard_l2_jump_model,64.0,1,12,11.475,16.85,6.1,0.0851528384279476,0.22270742358078602,0.8360655737704918,0.16393442622950818,0.05654761904761905,0.9434523809523809,6.100000000000001,17.684210526315784
eq_return_sortino_l2_lam128,equity,return_sortino,standard_l2_jump_model,128.0,1,12,16.392857142857142,24.285714285714285,8.5,0.05895196506550218,0.16375545851528384,0.8823529411764706,0.11764705882352941,0.038348082595870206,0.9616519174041298,8.499999999999998,26.076923076923087
